movieId,title,genres,director,plot_keywords,title_cast_short
847,"big squeeze, the (1996)",comedy drama,marcusdeleon,grifter female nudity,laraflynnboyle dannynucci peterdobson
848,"spitfire grill, the (1996)",drama,leedavidzlotoff,small town reference to homer's odyssey prison world war two,alisonelliott ellenburstyn marciagayharden
849,escape from l.a. (1996),action adventure sci-fi thriller,johncarpenter,earthquake dystopia machismo electromagnetic pulse,kurtrussell stevebuscemi peterfonda
850,cyclo (xich lo) (1995),crime drama,anhhungtran,saigon money bicycle taxi drugs,levanloc tonychiu-waileung nuyên-khêtran
851,basquiat (1996),drama,julianschnabel,andy warhol character dreadlocks african american character name as title,jeffreywright michaelwincott beniciodeltoro
852,tin cup (1996),comedy drama romance,johnnorville,golf nickname love kiss,kevincostner renerusso donjohnson
853,dingo (1991),drama,rolfdeheer,jazz australia outback trumpet,colinfriels milesdavis helenbuday
855,every other weekend (un week-end sur deux) (1990),drama,nicolegarcia,title co written by female actress astronomy rotary club,nathaliebaye joachimserreau féliciepasotti
856,mille bolle blu (1993),comedy,leonepompucci,eclipse inheritance solar eclipse surgery,carlabenedetti matteofadda giacomofadda
859,"hippie revolution, the (1996)",documentary,herbcaen,sequel,herbcaen thomasj.cahill ronniedavis
860,"maybe, maybe not (bewegte mann, der) (1994)",comedy,sönkewortmann,gay homosexual male in shower male nudity,tilschweiger joachimkról katjariemann
862,manny & lo (1996),drama,lisakrueger,triple f rated model home baby pregnancy,marykayplace scarlettjohansson aleksapalladino
864,"wife, the (1995)",comedy drama,tomnoonan,dialogue driven female nudity based on play,juliehagerty tomnoonan wallaceshawn
865,small faces (1996),drama,gilliesmackinnon,teen movie gang brother violence,iainrobertson joemcfadden stevenduffy
866,bound (1996),crime drama romance thriller,lillywachowski,lesbian mafia stolen money ex convict,jennifertilly ginagershon joepantoliano
867,carpool (1996),comedy crime,donrhymer,robbery carpool chase slow motion scene,tomarnold davidpaymer rheaperlman
868,death in brunswick (1991),comedy,boydoxlade,australia black comedy,samneill zoecarides johnclarke
869,kansas city (1996),crime drama musical thriller,robertaltman,1930s kansas city missouri female frontal nudity breasts,jenniferjasonleigh mirandarichardson harrybelafonte
870,gone fishin' (1997),comedy,jillmazursky,buddy comedy buddy film buddy movie slapstick comedy,joepesci dannyglover rosannaarquette
871,lover's knot (1996),comedy,petershaner,flatulence,billycampbell jennifergrey timcurry
872,vive l'amour (ai qing wan sui) (1994),drama,ming-liangtsai,apartment real estate agent wrist slitting sexual identity,chao-jungchen kang-shenglee kuei-meiyang
874,killer: a journal of murder (1995),crime drama,timmetcalfe,watching a movie hatred homeless person peeling a potato,jameswoods robertseanleonard ellengreene
875,nothing to lose (1994),action crime drama,alexandrapaul,cult film bare chested male bare chested male bondage male objectification,alexandrapaul youssefabed-alnour paulgleason
876,supercop 2 (project s) (chao ji ji hua) (1993),action comedy crime thriller,suilaikang,hong kong die hard scenario police shootout cult film,michelleyeoh rongguangyu emilchau
877,girls town (1996),comedy drama,jimmckay,high school suicide rape victim domestic violence,lilitaylor bruklinharris annagrace
878,bye-bye (1995),drama,karimdridi,racism ghetto drugs gay,samibouajila nozhakhouadra philippeambrosini
879,"relic, the (1997)",horror thriller,douglaspreston,relic museum human versus monster police sergeant,penelopeannmiller tomsizemore lindahunt
880,"island of dr. moreau, the (1996)",sci-fi thriller,richardstanley,mutant animal experimentation island chimera,marlonbrando valkilmer davidthewlis
881,first kid (1996),children comedy,timkelleher,weeping kidnapping president secret service,sinbad brockpierce blakeboyd
882,"trigger effect, the (1996)",drama thriller,jamesburke,nipples nipple slip nudity female nudity,kylemaclachlan elisabethshue dermotmulroney
884,sweet nothing (1996),drama,garywinick,money drugs woman wearing bra and panties black bra and panties,michaelimperioli mirasorvino joycephillips
885,bogus (1996),children drama fantasy,jeffrothberg,close up of eyes character name as title magician imaginary friend,whoopigoldberg gérarddepardieu haleyjoelosment
886,bulletproof (1996),action comedy crime,joegayton,gay slur prisoner escort woman on top manhunt,damonwayans adamsandler jamescaan
887,talk of angels (1998),drama,nickhamm,bullfight spain marriage fascism,pollywalker vincentperez franconero
889,1-900 (06) (1994),drama romance,theovangogh,female stockinged legs suntan pantyhose pantyhose dialogue driven,arianeschluter advankempen
891,halloween: the curse of michael myers (halloween 6: the curse of michael myers) (1995),horror thriller,debrahill,halloween slasher good versus evil slasher flick,donaldpleasence paulrudd mariannehagan
892,twelfth night (1996),comedy drama romance,williamshakespeare,female protagonist love servant fool,imogenstubbs stevenmackintosh nicholasfarrell
893,mother night (1996),drama,kurtvonnegutjr.,watching tv reference to franklin d. roosevelt american spy,nicknolte anthonyj.robinow michaelmcgill
895,venice/venice (1992),drama,henryjaglom,city name in title film director journalist film festival,henryjaglom nellyalard melissaleo
896,wild reeds (les roseaux sauvages) (1994),drama,oliviermassart,french colonialism homosexual mutual masturbation idealism,élodiebouchez gaëlmorel stéphanerideau
979,nothing personal (1995),drama war,thaddeuso'sullivan,ireland northern ireland 1970s irish troubles,ianhart johnlynch jamesfrain
981,dangerous ground (1997),drama,darrellroodt,miniskirt woman wearing a miniskirt girl in panties witch doctor,thokozaninkosi ronsmerczak wilsondunster
983,madagascar skin (1995),romance,chrisnewby,port wine stain on face facial birthmark gay homosexual,bernardhill johnhannah markanthony
984,"pompatus of love, the (1996)",comedy drama,joncryer,beer drinking love pacific ocean,adrianpasdar paigeturco arabellafield
985,small wonders (1995),documentary,allanmiller,east harlem manhattan new york city violinist carnegie hall manhattan new york city,robertaguaspari arnoldsteinhardt isaacstern
986,fly away home (1996),adventure children,billlishman,child pilot goose canada bird,jeffdaniels annapaquin danadelany
987,bliss (1997),drama romance,lanceyoung,rape victim sex vagina bare breasts,craigsheffer sheryllee terencestamp
988,grace of my heart (1996),comedy drama,allisonanders,f rated title directed by female songwriter singer songwriter,illeanadouglas sissyboyd christinapickles
989,brother of sleep (schlafes bruder) (1995),drama,josephvilsmaier,gay love sex mountain village,andréeisermann danavávrová benbecker
991,michael collins (1996),drama,neiljordan,british soldier civil unrest irish civil war 1920s,ianhart juliaroberts richardingram
992,"rich man's wife, the (1996)",thriller,amyholdenjones,prenuptial agreement suspect bar murder,halleberry petergreene cliveowen
993,infinity (1996),drama,richardfeynman,manhattan project tuberculosis los alamos reference to copernicus,matthewbroderick jeffreyforce peterriegert
994,big night (1996),comedy drama,stanleytucci,feast italian restaurant timpano business competitor,marcanthony tonyshalhoub stanleytucci
996,last man standing (1996),action crime drama thriller,ryûzôkikushima,spaghetti western mob violence neo noir gang warfare,brucewillis brucedern williamsanderson
997,caught (1996),drama thriller,robertm.young,breasts shower panties nipples,edwardjamesolmos mariaconchitaalonso arieverveen
998,set it off (1996),action crime,takashibufford,bank teller bank robber 1990s african american,jadapinkettsmith queenlatifah vivicaa.fox
999,2 days in the valley (1996),crime film-noir,johnherzfeld,female frontal nudity breasts female removes her clothes female nudity,dannyaiello gregcruttwell jeffdaniels
1000,curdled (1996),crime,rebbraddock,bubble gum psychotronic film death scrapbook,williambaldwin angelajones bruceramsay
1002,ed's next move (1996),comedy romance,johnwalsh,genetics diner new york city wisconsin,mattross catherinecurtin timothypilato
1003,extreme measures (1996),drama thriller,michaelpalmer,hospital doctor neo noir based on novel,hughgrant genehackman sarahjessicaparker
1004,"glimmer man, the (1996)",action thriller,kevinbrodbin,ex soldier serial killer murder partner,stevenseagal keenenivorywayans bobgunton
1005,d3: the mighty ducks (1996),children comedy,stevenbrill,hockey movie sports team bus rivalry,emilioestevez jeffreynordling davidselby
1006,"chamber, the (1996)",drama,johngrisham,death sentence attorney racist death row,chriso'donnell genehackman fayedunaway
1015,homeward bound: the incredible journey (1993),adventure children drama,sheilaburnford,river animal in cast credits digging under a fence wedding,donalder edbernard kevinchevalia
1020,cool runnings (1993),comedy,lynnsiefert,american played by canadian product placement canada runner,leon douge.doug rawled.lewis
1021,angels in the outfield (1994),children comedy,dorothykingsley,angel baseball baseball movie anaheim angels,dannyglover brendafricker tonydanza
1027,robin hood: prince of thieves (1991),adventure drama,pendensham,robin hood character jerusalem israel england modern minstrel,kevincostner morganfreeman maryelizabethmastrantonio
1034,freeway (1996),comedy crime drama thriller,matthewbright,freeway 15 year old trailer park police,kiefersutherland reesewitherspoon bokeemwoodbine
1037,"lawnmower man, the (1992)",action horror sci-fi thriller,stephenking,virtual reality intelligence supernatural power science runs amok,jefffahey piercebrosnan jennywright
1038,unhook the stars (1996),drama,nickcassavetes,female protagonist neighbor san francisco california friendship,genarowlands marisatomei gérarddepardieu
1039,synthetic pleasures (1995),documentary,iaralee,drugs virtual reality science technology,alexenglish scottbakatman johnperrybarlow
1040,"secret agent, the (1996)",drama,christopherhampton,young wife bomb anarchist mentally disabled person,bobhoskins patriciaarquette gérarddepardieu
1041,secrets & lies (1996),drama,mikeleigh,biological mother mother daughter relationship birthday party search for birth mother,timothyspall phyllislogan brendablethyn
1042,that thing you do! (1996),comedy drama,tomhanks,band pennsylvania what happened to epilogue one hit wonder,tomeverettscott livtyler johnathonschaech
1043,to gillian on her 37th birthday (1996),drama romance,michaelbrady,grief widower obsessive love based on play,petergallagher michellepfeiffer clairedanes
1044,surviving picasso (1996),drama,ariannahuffington,artistic creation pablo picasso mistress painting,anthonyhopkins nataschamcelhone juliannemoore
1045,love is all there is (1996),comedy drama,renéetaylor,italian american love restaurant f rated,lainiekazan josephbologna barbaracarrera
1046,beautiful thing (1996),drama romance,jonathanharvey,gay lead character council estate balcony sexual attraction,lindahenry glenberry scottneal
1047,"long kiss goodnight, the (1996)",action drama thriller,shaneblack,vomiting shot in the head corpse in water chopping wood,geenadavis samuell.jackson yvonnezima
1049,"ghost and the darkness, the (1996)",action adventure,williamgoldman,lion railway africa 1890s,michaeldouglas valkilmer tomwilkinson
1050,looking for richard (1996),documentary drama,williamshakespeare,actor interview rehearsal playwright,penelopeallen gordonmacdonald madisonarnold
1051,trees lounge (1996),drama,stevebuscemi,bar drinking drunk drink,carolkane markboonejunior stevebuscemi
1052,"proprietor, the (1996)",drama,ismailmerchant,childhood home auction world war two writing,jeannemoreau seanyoung samwaterston
1053,normal life (1996),crime drama romance,johnmcnaughton,love police bar sex in bed,ashleyjudd lukeperry brucea.young
1054,get on the bus (1996),drama,reggierockbythewood,road movie bus march million man march,richardbelzer de'aundrebonds andrebraugher
1055,shadow conspiracy (1997),thriller,adihasak,the white house taxi conspiracy president,charliesheen donaldsutherland lindahamilton
1056,jude (1996),drama,hosseinamini,unknown son breast suckling sex scene dead children,christophereccleston katewinslet liamcunningham
1057,everyone says i love you (1996),comedy musical romance,woodyallen,lingerie slip portrait museum new york city,edwardnorton drewbarrymore divagray
1058,bitter sugar (azúcar amarga) (1996),drama,leonichaso,scholarship psychiatrist piano hotel,renélavan maytevilán miguelgutiérrez
1059,william shakespeare's romeo + juliet (1996),drama romance,williamshakespeare,blood cigarette smoking mixed martial arts stylized violence,leonardodicaprio clairedanes johnleguizamo
1060,swingers (1996),comedy drama,jonfavreau,seduction premarital sex waitress pizza delivery boy,jonfavreau vincevaughn ronlivingston
1061,sleepers (1996),thriller,lorenzocarcaterra,sexual abuse kicked in the crotch gang rape confession booth,kevinbacon billycrudup robertdeniro
1062,"sunchaser, the (1996)",drama,michaelcimino,cancer on the road native american helicopter,woodyharrelson jonseda annebancroft
1063,johns (1996),drama,scottsilver,written by director 21 year old eavesdropping stealing someone's shoes,davidarquette lukashaas tonyepper
1071,for the moment (1994),romance war,aaronkimjohnston,manitoba bomber pilot man on the verge of tears airplane crash,russellcrowe christiannehirt wandacannon
1075,"sexual life of the belgians, the (vie sexuelle des belges 1950-1978, la) (1994)",comedy romance,janbucquoy,male frontal nudity male nudity bartender reference to franz kafka,jean-henricompère noefrancq isabellelegros
1087,madame butterfly (1995),musical,giuseppegiacosa,based on opera suicide love geisha,yinghuang richardtroxell ningliang
1089,reservoir dogs (1992),crime mystery thriller,quentintarantino,heist gone wrong nonlinear timeline robbery graphic violence,harveykeitel timroth michaelmadsen
1092,basic instinct (1992),crime mystery thriller,joeeszterhas,erotic thriller nudity female nudity manipulation,michaeldouglas sharonstone georgedzundza
1093,"doors, the (1991)",drama,jimmorrison,the doors rock band lyrics concert,valkilmer megryan kylemaclachlan
1094,"crying game, the (1992)",drama romance thriller,neiljordan,full frontal male nudity interracial romance tragic love psychological drama,forestwhitaker mirandarichardson stephenrea
1095,glengarry glen ross (1992),drama,davidmamet,dialogue driven office rain all male cast,alpacino jacklemmon alecbaldwin
1098,"search for one-eye jimmy, the (1996)",comedy,samhenrykass,vietnam war veteran new york city student filmmaker documentary filmmaking,holtmccallany michaelbadalucco nicholasturturro
1102,american strays (1996),action,michaelcovert,morose seductive behavior cool man tied up,scottplank melorawalters johnsavage
1105,children of the corn iv: the gathering (1996),horror,gregspence,scythe reference to charles manson corn cult film,naomiwatts jamierenéesmith karenblack
1106,"leopard son, the (1996)",documentary,hugovanlawick,leopard nature narration africa,johngielgud
1109,charm's incidents (charms zwischenfälle) (1996),drama,michaelkreihsl,writer poet dadaism poem,johannessilberschneider wolfganghübsch elapiplits
1110,bird of prey (1996),action,temístocleslópez,prison murder sofia bulgaria revenge,jennifertilly boyanmilushev richardchamberlain
1111,microcosmos (microcosmos: le peuple de l'herbe) (1996),documentary,mariepérennou,meadow spider insect slow motion,jacquesperrin kristinscottthomas
1112,palookaville (1996),action comedy drama,alantaylor,panties red panties dysfunctional family underwear,williamforsythe vincentgallo adamtrese
1113,"associate, the (1996)",comedy,jenaroprieto,lesbian subtext black woman disguised as white man pretending to be someone else deceptive love interest,whoopigoldberg diannewiest eliwallach
1114,"funeral, the (1996)",crime drama,nicholasst.john,female frontal nudity blood splatter sex in bed new york city,christopherwalken chrispenn annabellasciorra
1115,sleepover (1995),drama,johnf.sullivan,racism drinking coming of age teenager,michaelalbanese eviallen shannonbarry
1116,"single girl, a (fille seule, la) (1995)",drama,jérômebeaujour,pregnancy boyfriend girlfriend relationship hotel paris france,virginieledoyen benoîtmagimel dominiquevaladié
1117,"eighth day, the (huitième jour, le) (1996)",drama,jacovandormael,friendship suicide train station children,danielauteuil pascalduquenne miou-miou
1118,north star (a.k.a. tashunga) (1995),action adventure crime drama western,nilsgaup,killing a pet survival skills wilderness revenge,jamescaan christopherlambert catherinemccormack
1119,drunks (1995),drama,petercohn,alcoholic alcoholics anonymous alcoholism group therapy,richardlewis lizaharris liamahern
1120,"people vs. larry flynt, the (1996)",comedy drama,scottalexander,hustler magazine lawyer female nudity female frontal nudity,woodyharrelson courtneylove edwardnorton
1121,glory daze (1995),drama,richwilkes,bare chested male graduation college friend,benaffleck samrockwell meganward
1122,plutonium circus (1995),documentary,georgeratliff,nuclear weapons americana,mavisbeslile brucefriedrich charlesjohnsoniii
1123,"perfect candidate, a (1996)",documentary,r.j.cutler,senate virginia reporter campaign bus,donbaker markgoodin markmerritt
1126,drop dead fred (1991),comedy fantasy,elizabethlivingston,imaginary friend bedtime story domineering mother adulterous husband,phoebecates rikmayall marshamason
1133,talking about sex (1994),comedy drama,aaronspeiser,discussion closeted homosexual interview publisher,kimwayans danielbeer darialynn
1134,johnny 100 pesos (johnny cien pesos) (1993),action drama,gerardocáceres,pubic hair male pubic hair male full frontal nudity student,armandoaraiza patriciarivera willysemler
1137,hustler white (1996),romance,brucelabruce,amputee hustler male prostitution full frontal male nudity,tonyward brucelabruce kevinp.scott
1138,dadetown (1995),drama,russhexter,interview factory small town park,jimpryor stephenbeals fredworrell
1139,everything relative (1996),drama,sharonpollack,weekend reunion college reunion reunited friends,monicabell carolschneider ellenmclaughlin
1140,entertaining angels: the dorothy day story (1996),drama,michaelrayrhodes,f rated liberation theology christian feminism kiss,moirakelly martinsheen lennyvondohlen
1141,last call (hoogste tijd) (1995),drama,janblokker,female nudity topless female nudity flashback love,rijkdegooyer jossedepauw kittycourbois
1142,get over it (1996),drama,nickkatsapetses,gay depression dumped by boyfriend boyfriend boyfriend relationship,christiancanterbury davemccrea deborahcordell
1143,three lives and only one death (trois vies & une seule mort) (1996),comedy,pascalbonitzer,imaginary friend multiple selves university professor voice over,marcellomastroianni annagaliena marisaparedes
1144,"line king: the al hirschfeld story, the (1996)",documentary,susanwarmsdryfoos,1980s tahiti 1970s artist,julieandrews laurenbacall carolchanning
1145,snowriders (1996),documentary,kurtmiller,skier travel extreme skiing mountain,suzannesawyer johnegan paulmiller
1146,curtis's charm (1995),comedy drama,johnl'ecuyer,drugs voodoo dream,mauricedeanwint callumkeithrennie rachaelcrawford
1147,when we were kings (1996),documentary,muhammadali,title fight africa zaire boxing,muhammadali georgeforeman donking
1148,wallace & gromit: the wrong trousers (1993),animation children comedy crime,nickpark,robbery inventor wallace and gromit clay animation,petersallis
1149,jlg/jlg (jlg/jlg - autoportrait de décembre) (1994),documentary drama,jean-lucgodard,artistic creation self reflection self portrait film essay,jean-lucgodard genevièvepasquier denisjadót
1151,lesson faust (1994),animation comedy drama fantasy,christiandietrichgrabbe,folk horror psychotronic film puppet clay,petrcepek jankraus vladimírkudla
1163,mina tannenbaum (1994),drama,martinedugowson,character name as title two word title f rated suicide,romanebohringer elsazylberstein florencethomassin
1165,"bloody child, the (1996)",drama thriller,russlittle,husband murders wife u.s. soldier u.s. marine trauma,russlittle tinkamenkes robertmuller
1166,farmer & chase (1997),comedy,michaelseitzman,criminal robber robbery robbery gone awry,toddfield bengazzara laraflynnboyle
1167,dear god (1996),comedy,warrenleight,dead letter office child reference to elvis presley letter,gregkinnear lauriemetcalf mariapitillo
1168,bad moon (1996),action adventure horror,waynesmith,werewolf dog transformation single mother,marielhemingway michaelparé masongamble
1170,best of the best 3: no turning back (1995),action,barrygray,discrimination neo fascism neo nazism ethnic supremacy,philliprhee christophermcdonald ginagershon
1171,bob roberts (1992),comedy,timrobbins,political satire election campaign satire mockumentary,timrobbins giancarloesposito alanrickman
1174,dead tired (grosse fatigue) (1994),comedy,michelblanc,identity cinema paris france double,michelblanc carolebouquet philippenoiret
1175,delicatessen (1991),comedy drama romance,jean-pierrejeunet,black comedy absurd comedy surrealist bed,pascalbenezech dominiquepinon marie-lauredougnac
1176,"double life of veronique, the (double vie de véronique, la) (1991)",drama fantasy romance,krzysztofkieslowski,doppelganger opera singer female protagonist subjective camera,irènejacob halinagryglaszewska kalinajedrusik
1177,enchanted april (1992),drama romance,elizabethvonarnim,italy retreat socialite friendship,josielawrence mirandarichardson alfredmolina
1180,hear my song (1991),comedy,peterchelsom,well bottomless well wrecking ball widow,brianflanagan constancecowley mariemullen
1181,"shooter, the (1997)",western,fredolenray,prostitute small town quick draw whipping,michaeldudikoff randytravis valeriewildman
1183,"english patient, the (1996)",drama romance war,michaelondaatje,patient nurse flashback english,ralphfiennes juliettebinoche willemdafoe
1184,mediterraneo (1991),comedy drama,enzomonteleone,nostalgia donkey escapism painting,diegoabatantuono claudiobigagli giuseppecederna
1187,passion fish (1992),drama,johnsayles,louisiana bayou physical therapy homecare nurse,marymcdonnell angelabassett lenorebanks
1188,strictly ballroom (1992),comedy romance,bazluhrmann,farce caricature mockery fake documentary segment,paulmercurio taramorice billhunter
1190,tie me up! tie me down! (¡átame!) (1990),crime drama romance,pedroalmodóvar,handcuffs masturbation with a toy pantyhose female full rear nudity,victoriaabril antoniobanderas lolesleón
1191,madonna: truth or dare (1991),documentary musical,madonna,dancer superstar sex bra removing,madonna donnadelory nikiharris
1192,paris is burning (1990),documentary,brookextravaganza,national film registry new queer cinema ball ambition,brookextravaganza andréchristian doriancorey
1215,army of darkness (1993),action adventure comedy fantasy horror,samraimi,necronomicon evil dead skeleton soldier 1990s,brucecampbell embethdavidtz marcusgilbert
1223,"grand day out with wallace and gromit, a (1989)",adventure animation children comedy sci-fi,nickpark,cheese moon moon made of cheese wallace and gromit,petersallis
1236,trust (1990),comedy drama romance,halhartley,television set tv set broken tv loss of job,adrienneshelly martindonovan rebeccanelson
1241,dead alive (braindead) (1992),comedy fantasy horror,stephensinclair,zombie zombie attack living dead monkey,timothybalme dianapeñalver elizabethmoody
1243,rosencrantz and guildenstern are dead (1990),comedy drama,tomstoppard,destiny dialogue driven title based on shakespeare shakespeare's hamlet,garyoldman timroth richarddreyfuss
1245,miller's crossing (1990),crime drama film-noir thriller,ethancoen,irish mob loyalty organized crime betrayal,gabrielbyrne marciagayharden johnturturro
1249,"femme nikita, la (nikita) (1990)",action crime romance thriller,lucbesson,female assassin france shotgun hidden door,anneparillaud marcduret patrickfontana
1265,groundhog day (1993),comedy fantasy romance,dannyrubin,trapped in a time loop time loop groundhog day suicide,billmurray andiemacdowell chriselliott
1266,unforgiven (1992),drama western,morganfreeman,one last job sadist revenge gun control,clinteastwood genehackman morganfreeman
1268,pump up the volume (1990),comedy drama,allanmoyle,radio pirate radio radio host four word title,anthonylucero andyromano keithstuartthayer
1271,fried green tomatoes (1991),comedy crime drama,fannieflagg,domestic violence friendship alabama weight loss,kathybates marystuartmasterson mary-louiseparker
1279,night on earth (1991),comedy drama,jimjarmusch,taxi episodic structure immigration night,genarowlands winonaryder lisannefalk
1280,raise the red lantern (da hong deng long gao gao gua) (1991),drama,sutong,1920s power struggle tradition red lantern,ligong saifeihe jingwuma
1306,until the end of the world (bis ans ende der welt) (1991),adventure drama sci-fi,petercarey,bank robber dream australia national security,solveigdommartin pietrofalcone enzoturrin
1308,i shot a man in vegas (1995),comedy,keoniwaxman,dead body in a car trunk las vegas nevada shooting nudity,johnstockwell janeanegarofalo briandrillinger
1309,parallel sons (1995),drama romance,johng.young,gay african american young love escaped convict,gabrielmann laurencemason murphyguyer
1310,hype! (1996),documentary,7yearbitch,reference to soundgarden reference to alice in chains reference to nirvana the band grunge,7yearbitch valeriem.agnew carrieakre
1311,santa with muscles (1996),comedy,jonathanbond,police chase mall santa pantyhose black pantyhose,hulkhogan donstark robincurtis
1312,female perversions (1996),drama,louisej.kaplan,bisexuality lesbian triple f rated legs,tildaswinton amymadigan karensillas
1313,mad dog time (1996),crime,larrybishop,murder femme fatale black comedy gangster,michaelj.pollard henrysilva gabrielbyrne
1315,paris was a woman (1995),documentary,andreaweiss,colette f rated paris france place name in title,julietstevenson maureenall gillianhanna
1317,i'm not rappaport (1996),comedy,herbgardner,drugs drug dealer vaudeville act park bench,waltermatthau ossiedavis amyirving
1318,blue juice (1995),comedy drama,petersalmi,chasing an animal cow nosebleed cornwall england,seanpertwee catherinezeta-jones stevenmackintosh
1319,kids of survival (1996),documentary,danielgeller,teacher student relationship,carlosrivera victorllanos chrishernandez
1320,alien³ (a.k.a. alien 3) (1992),action horror sci-fi thriller,dano'bannon,alien prison android cryogenics,sigourneyweaver charless.dutton charlesdance
1322,amityville 1992: it's about time (1992),horror,johng.jones,magical clock demonic possession sex scene woman on top,stephenmacht shawnweatherly meganward
1324,amityville: dollhouse (1996),horror,joshuamichaelstern,psychotronic film evil doll haunted house dollhouse,robinthomas starrandreeff allencutler
1325,amityville: a new generation (1993),horror,christopherdefaria,demonic presence topless female nudity mirror hanged girl,rosspartridge julianickson lalasloatman
1336,body parts (1991),horror thriller,pierreboileau,body horror woman on top splatter comedy overacting,jefffahey lindsayduncan kimdelaney
1339,dracula (bram stoker's dracula) (1992),fantasy horror romance thriller,bramstoker,dracula vampire monster sex female vampire,garyoldman winonaryder anthonyhopkins
1342,candyman (1992),horror thriller,clivebarker,legend mirror secret passage bee,virginiamadsen tonytodd xanderberkeley
1343,cape fear (1991),thriller,johnd.macdonald,rapist revenge cigar smoking violence,robertdeniro nicknolte jessicalange
1351,blood and wine (blood & wine) (1996),crime drama thriller,nickvilliers,lingerie panties lust estranged wife,jacknicholson stephendorff jenniferlopez
1352,albino alligator (1996),crime thriller,christianforte,police bar hostage new orleans louisiana,mattdillon fayedunaway garysinise
1353,"mirror has two faces, the (1996)",comedy drama romance,andrécayatte,professor remake of french film directed by star dating,barbrastreisand jeffbridges laurenbacall
1354,breaking the waves (1996),drama mystery,larsvontrier,female full frontal nudity female pubic hair love sex,emilywatson stellanskarsgård katrincartlidge
1355,nightwatch (1997),horror thriller,olebornedal,morgue dead prostitute murder suspect friend,anaisevans ewanmcgregor nicknolte
1356,star trek: first contact (1996),action adventure sci-fi thriller,generoddenberry,first contact post world war three zefram cochrane character experimental technology,patrickstewart jonathanfrakes brentspiner
1357,shine (1996),drama romance,jansardi,piano pianist australia abuse,geoffreyrush justinbraine soniatodd
1358,sling blade (1996),drama,billybobthornton,southern gothic mental institution small town neo noir,billybobthornton dwightyoakam j.t.walsh
1359,jingle all the way (1996),children comedy,randykornfield,postman santa claus character christmas movie pay phone,arnoldschwarzenegger sinbad philhartman
1361,paradise lost: the child murders at robin hood hills (1996),documentary,brucesinofsky,trial murder west memphis arkansas occult,tonybrooks dianadavis terrywood
1363,"preacher's wife, the (1996)",drama,robertnathan,church preacher divine intervention african american,denzelwashington whitneyhouston courtneyb.vance
1364,zero kelvin (kjærlighetens kjøtere) (1995),drama,larsbilllundholm,1920s poet arctic greenland,stellanskarsgård gardb.eidsvold bjørnsundquist
1365,ridicule (1996),drama,rémiwaterhouse,malice 18th century kingdom of france deaf mute,charlesberling jeanrochefort fannyardant
1366,"crucible, the (1996)",drama,arthurmiller,witch salem massachusetts witch hunt witchcraft,danielday-lewis winonaryder paulscofield
1367,101 dalmatians (1996),adventure children comedy,dodiesmith,dalmatian live action remake dog actor car set on fire,glennclose jeffdaniels joelyrichardson
1369,i can't sleep (j'ai pas sommeil) (1994),drama thriller,jean-polfargeau,bare breasts female nudity nudity male frontal nudity,yekaterinagolubeva richardcourcet vincentdupont
1372,star trek vi: the undiscovered country (1991),action mystery sci-fi,generoddenberry,male alien type 2 phaser ship's surgeon spock character,williamshatner leonardnimoy deforestkelley
1377,batman returns (1992),action crime,bobkane,penguin dc comics superhero mask,michaelkeaton dannydevito michellepfeiffer
1379,young guns ii (1990),action western,johnfusco,antihero cult favorite numbered sequel town,emilioestevez kiefersutherland loudiamondphillips
1382,marked for death (1990),action drama,michaelgrais,jamaican drug lord aikido revolver,stevenseagal basilwallace keithdavid
1383,adrenalin: fear the rush (1996),action sci-fi,albertpyun,chase biological weapon epidemic quarantine,christopherlambert natashahenstridge norbertweisser
1385,under siege (1992),action drama thriller,j.f.lawton,cook battleship terrorist plot one against many,stevenseagal damianchapa troyevans
1390,my fellow americans (1996),comedy,e.jackkaplan,president former president ex president voting results,jacklemmon jamesgarner danaykroyd
1391,mars attacks! (1996),action comedy sci-fi,lenbrown,video arcade parody b movie dark comedy,jacknicholson glennclose annettebening
1392,citizen ruth (1996),comedy drama,alexanderpayne,directorial debut woman wears eyeglasses abortion judge,lauradern swoosiekurtz kurtwoodsmith
1393,jerry maguire (1996),drama romance,cameroncrowe,agent sports agent football football player,tomcruise cubagoodingjr. renéezellweger
1396,sneakers (1992),action comedy crime drama sci-fi,philaldenrobinson,computer cryptography security nsa,jomarr garyhershberger robertredford
1397,bastard out of carolina (1996),drama,dorothyallison,crime against child corporal punishment sexual assault graphic rape,jenniferjasonleigh roneldard glenneheadly
1398,in love and war (1996),romance war,henrys.villard,ernest hemingway platonic love war hospital trench,mackenzieastin margotsteinberg sandrabullock
1399,marvin's room (1996),drama,scottmcpherson,cigarette smoking reference to goofy the dog character bone marrow transplant leukemia,merylstreep leonardodicaprio dianekeaton
1400,somebody is waiting (1996),drama,martindonovan,family relationships mother son relationship bank robbery sign language,gabrielbyrne nastassjakinski johnnywhitworth
1401,ghosts of mississippi (1996),drama,lewiscolick,racial discrimination racial tension trial widow,alecbaldwin jameswoods virginiamadsen
1404,night falls on manhattan (1996),crime drama,robertdaley,family relationships metaphoric title manhattan italian american,andygarcia ianholm jamesgandolfini
1405,beavis and butt-head do america (1996),adventure animation comedy crime,mikedeseve,confession booth president the white house person in a car trunk,mikejudge brucewillis demimoore
